Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/21/2020,AQS,360810124,1,7,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
2/27/2020,AQS,360810124,1,3,ug/m3 SC,3,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
3/4/2020,AQS,360810124,1,6,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
5/21/2020,AQS,360810124,1,18,ug/m3 SC,17,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
5/27/2020,AQS,360810124,1,5,ug/m3 SC,5,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
6/2/2020,AQS,360810124,1,17,ug/m3 SC,16,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
6/8/2020,AQS,360810124,1,11,ug/m3 SC,10,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
6/14/2020,AQS,360810124,1,6,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
6/20/2020,AQS,360810124,1,14,ug/m3 SC,13,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
6/26/2020,AQS,360810124,1,17,ug/m3 SC,16,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
7/2/2020,AQS,360810124,1,18,ug/m3 SC,17,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
7/8/2020,AQS,360810124,1,16,ug/m3 SC,15,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
7/14/2020,AQS,360810124,1,9,ug/m3 SC,8,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
7/20/2020,AQS,360810124,1,17,ug/m3 SC,16,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
7/26/2020,AQS,360810124,1,13,ug/m3 SC,12,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/1/2020,AQS,360810124,1,14,ug/m3 SC,13,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/7/2020,AQS,360810124,1,16,ug/m3 SC,15,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/13/2020,AQS,360810124,1,15,ug/m3 SC,14,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/19/2020,AQS,360810124,1,13,ug/m3 SC,12,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/25/2020,AQS,360810124,1,19,ug/m3 SC,18,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
8/31/2020,AQS,360810124,1,5,ug/m3 SC,5,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
9/6/2020,AQS,360810124,1,14,ug/m3 SC,13,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
9/12/2020,AQS,360810124,1,10,ug/m3 SC,9,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
9/18/2020,AQS,360810124,1,13,ug/m3 SC,12,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
9/24/2020,AQS,360810124,1,37,ug/m3 SC,34,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
9/30/2020,AQS,360810124,1,8,ug/m3 SC,7,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
10/6/2020,AQS,360810124,1,14,ug/m3 SC,13,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
10/12/2020,AQS,360810124,1,4,ug/m3 SC,4,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
10/18/2020,AQS,360810124,1,15,ug/m3 SC,14,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
10/24/2020,AQS,360810124,1,10,ug/m3 SC,9,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
10/30/2020,AQS,360810124,1,3,ug/m3 SC,3,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
11/5/2020,AQS,360810124,1,15,ug/m3 SC,14,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
11/11/2020,AQS,360810124,1,10,ug/m3 SC,9,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
11/17/2020,AQS,360810124,1,6,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
11/23/2020,AQS,360810124,1,7,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
11/29/2020,AQS,360810124,1,10,ug/m3 SC,9,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
12/5/2020,AQS,360810124,1,6,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
12/11/2020,AQS,360810124,1,23,ug/m3 SC,21,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
12/17/2020,AQS,360810124,1,4,ug/m3 SC,4,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
12/23/2020,AQS,360810124,1,10,ug/m3 SC,9,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
12/29/2020,AQS,360810124,1,6,ug/m3 SC,6,QUEENS COLLEGE 2,1,100,81102,PM10 Total 0-10um STP,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,81,Queens,40.73614,-73.82153
