Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
7/20/2020,Albany,29,2351,1354,67047,2.14%,COUNTY
7/20/2020,Allegany,1,72,97,8048,1.03%,COUNTY
7/20/2020,Bronx,89,48926,4443,421320,2.00%,COUNTY
7/20/2020,Broome,15,917,687,51556,2.18%,COUNTY
7/20/2020,Cattaraugus,2,147,359,17414,0.56%,COUNTY
7/20/2020,Cayuga,0,131,325,16945,0.00%,COUNTY
7/20/2020,Chautauqua,12,206,769,26513,1.56%,COUNTY
7/20/2020,Chemung,0,155,188,20487,0.00%,COUNTY
7/20/2020,Chenango,4,188,175,14647,2.29%,COUNTY
7/20/2020,Clinton,1,114,339,16134,0.29%,COUNTY
7/20/2020,Columbia,3,495,222,15492,1.35%,COUNTY
7/20/2020,Cortland,4,73,182,11925,2.20%,COUNTY
7/20/2020,Delaware,0,93,119,10148,0.00%,COUNTY
7/20/2020,Dutchess,4,4380,852,80236,0.47%,COUNTY
7/20/2020,Erie,60,8106,3225,194381,1.86%,COUNTY
7/20/2020,Essex,0,51,131,8283,0.00%,COUNTY
7/20/2020,Franklin,2,42,199,10415,1.01%,COUNTY
7/20/2020,Fulton,0,267,91,11800,0.00%,COUNTY
7/20/2020,Genesee,0,258,234,13457,0.00%,COUNTY
7/20/2020,Greene,0,272,148,9157,0.00%,COUNTY
7/20/2020,Hamilton,0,6,6,1139,0.00%,COUNTY
7/20/2020,Herkimer,2,208,200,17387,1.00%,COUNTY
7/20/2020,Jefferson,6,112,633,18555,0.95%,COUNTY
7/20/2020,Kings,80,61568,8084,678811,0.99%,COUNTY
7/20/2020,Lewis,0,33,76,5456,0.00%,COUNTY
7/20/2020,Livingston,1,160,144,12077,0.69%,COUNTY
7/20/2020,Madison,3,387,197,14408,1.52%,COUNTY
7/20/2020,Monroe,30,4452,3247,188342,0.92%,COUNTY
7/20/2020,Montgomery,1,144,137,12925,0.73%,COUNTY
7/20/2020,Nassau,51,42729,4724,411248,1.08%,COUNTY
7/20/2020,New York,71,29867,6705,482789,1.06%,COUNTY
7/20/2020,Niagara,4,1388,640,45908,0.63%,COUNTY
7/20/2020,Oneida,20,1962,942,65657,2.12%,COUNTY
7/20/2020,Onondaga,22,3312,1918,115432,1.15%,COUNTY
7/20/2020,Ontario,3,329,391,22977,0.77%,COUNTY
7/20/2020,Orange,15,10953,864,91077,1.74%,COUNTY
7/20/2020,Orleans,0,288,90,7369,0.00%,COUNTY
7/20/2020,Oswego,2,231,398,21734,0.50%,COUNTY
7/20/2020,Otsego,2,100,206,11857,0.97%,COUNTY
7/20/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/20/2020,Putnam,1,1393,279,23683,0.36%,COUNTY
7/20/2020,Queens,115,67194,7288,625810,1.58%,COUNTY
7/20/2020,Rensselaer,5,658,476,28271,1.05%,COUNTY
7/20/2020,Richmond,36,14539,2050,140826,1.76%,COUNTY
7/20/2020,Rockland,8,13806,651,95631,1.23%,COUNTY
7/20/2020,Saratoga,7,646,782,38932,0.90%,COUNTY
7/20/2020,Schenectady,11,926,661,36682,1.66%,COUNTY
7/20/2020,Schoharie,2,64,71,4079,2.82%,COUNTY
7/20/2020,Schuyler,0,20,35,4118,0.00%,COUNTY
7/20/2020,Seneca,0,80,79,7268,0.00%,COUNTY
7/20/2020,St. Lawrence,1,247,315,23785,0.32%,COUNTY
7/20/2020,Steuben,1,283,119,17076,0.84%,COUNTY
7/20/2020,Suffolk,79,42575,4508,422098,1.75%,COUNTY
7/20/2020,Sullivan,0,1473,166,16743,0.00%,COUNTY
7/20/2020,Tioga,1,174,110,9499,0.91%,COUNTY
7/20/2020,Tompkins,0,209,221,25437,0.00%,COUNTY
7/20/2020,Ulster,5,1906,626,49503,0.80%,COUNTY
7/20/2020,Warren,1,288,199,13479,0.50%,COUNTY
7/20/2020,Washington,0,250,140,12464,0.00%,COUNTY
7/20/2020,Wayne,4,232,385,21407,1.04%,COUNTY
7/20/2020,Westchester,36,35587,3044,350693,1.18%,COUNTY
7/20/2020,Wyoming,3,107,114,8092,2.63%,COUNTY
7/20/2020,Yates,0,51,109,4852,0.00%,COUNTY
7/21/2020,Albany,18,2369,981,68028,1.83%,COUNTY
7/21/2020,Allegany,0,72,171,8219,0.00%,COUNTY
7/21/2020,Bronx,91,49017,5492,426812,1.66%,COUNTY
7/21/2020,Broome,13,930,915,52471,1.42%,COUNTY
7/21/2020,Cattaraugus,0,147,253,17667,0.00%,COUNTY
7/21/2020,Cayuga,3,134,346,17291,0.87%,COUNTY
7/21/2020,Chautauqua,4,210,692,27205,0.58%,COUNTY
7/21/2020,Chemung,1,156,273,20760,0.37%,COUNTY
7/21/2020,Chenango,3,191,306,14953,0.98%,COUNTY
7/21/2020,Clinton,0,114,264,16398,0.00%,COUNTY
7/21/2020,Columbia,2,497,197,15689,1.02%,COUNTY
7/21/2020,Cortland,4,77,398,12323,1.01%,COUNTY
7/21/2020,Delaware,0,93,187,10335,0.00%,COUNTY
7/21/2020,Dutchess,7,4387,986,81222,0.71%,COUNTY
7/21/2020,Erie,29,8135,2772,197153,1.05%,COUNTY
7/21/2020,Essex,3,54,152,8435,1.97%,COUNTY
7/21/2020,Franklin,0,42,150,10565,0.00%,COUNTY
7/21/2020,Fulton,0,267,127,11927,0.00%,COUNTY
7/21/2020,Genesee,0,258,167,13624,0.00%,COUNTY
7/21/2020,Greene,0,272,110,9267,0.00%,COUNTY
7/21/2020,Hamilton,0,6,6,1145,0.00%,COUNTY
7/21/2020,Herkimer,3,211,291,17678,1.03%,COUNTY
7/21/2020,Jefferson,1,113,325,18880,0.31%,COUNTY
7/21/2020,Kings,94,61662,8182,686993,1.15%,COUNTY
7/21/2020,Lewis,0,33,80,5536,0.00%,COUNTY
7/21/2020,Livingston,1,161,175,12252,0.57%,COUNTY
7/21/2020,Madison,1,388,286,14694,0.35%,COUNTY
7/21/2020,Monroe,40,4492,2772,191114,1.44%,COUNTY
7/21/2020,Montgomery,0,144,156,13081,0.00%,COUNTY
7/21/2020,Nassau,36,42765,3991,415239,0.90%,COUNTY
7/21/2020,New York,76,29943,7540,490329,1.01%,COUNTY
7/21/2020,Niagara,7,1395,736,46644,0.95%,COUNTY
7/21/2020,Oneida,13,1975,1016,66673,1.28%,COUNTY
7/21/2020,Onondaga,14,3326,1844,117276,0.76%,COUNTY
7/21/2020,Ontario,4,333,377,23354,1.06%,COUNTY
7/21/2020,Orange,7,10960,670,91747,1.04%,COUNTY
7/21/2020,Orleans,0,288,72,7441,0.00%,COUNTY
7/21/2020,Oswego,1,232,640,22374,0.16%,COUNTY
7/21/2020,Otsego,1,101,126,11983,0.79%,COUNTY
7/21/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/21/2020,Putnam,1,1394,296,23979,0.34%,COUNTY
7/21/2020,Queens,71,67265,7508,633318,0.95%,COUNTY
7/21/2020,Rensselaer,10,668,558,28829,1.79%,COUNTY
7/21/2020,Richmond,18,14557,1252,142078,1.44%,COUNTY
7/21/2020,Rockland,6,13812,900,96531,0.67%,COUNTY
7/21/2020,Saratoga,4,650,556,39488,0.72%,COUNTY
7/21/2020,Schenectady,10,936,497,37179,2.01%,COUNTY
7/21/2020,Schoharie,0,64,86,4165,0.00%,COUNTY
7/21/2020,Schuyler,0,20,99,4217,0.00%,COUNTY
7/21/2020,Seneca,0,80,70,7338,0.00%,COUNTY
7/21/2020,St. Lawrence,3,250,301,24086,1.00%,COUNTY
7/21/2020,Steuben,0,283,324,17400,0.00%,COUNTY
7/21/2020,Suffolk,46,42621,4070,426168,1.13%,COUNTY
7/21/2020,Sullivan,0,1473,132,16875,0.00%,COUNTY
7/21/2020,Tioga,1,175,128,9627,0.78%,COUNTY
7/21/2020,Tompkins,0,209,828,26265,0.00%,COUNTY
7/21/2020,Ulster,3,1909,540,50043,0.56%,COUNTY
7/21/2020,Warren,0,288,265,13744,0.00%,COUNTY
7/21/2020,Washington,1,251,329,12793,0.30%,COUNTY
7/21/2020,Wayne,4,236,343,21750,1.17%,COUNTY
7/21/2020,Westchester,49,35636,4198,354891,1.17%,COUNTY
7/21/2020,Wyoming,1,108,102,8194,0.98%,COUNTY
7/21/2020,Yates,0,51,53,4905,0.00%,COUNTY
7/22/2020,Albany,32,2401,975,69003,3.28%,COUNTY
7/22/2020,Allegany,0,72,130,8349,0.00%,COUNTY
7/22/2020,Bronx,69,49086,4802,431614,1.44%,COUNTY
7/22/2020,Broome,4,934,538,53009,0.74%,COUNTY
7/22/2020,Cattaraugus,1,148,146,17813,0.68%,COUNTY
7/22/2020,Cayuga,1,135,376,17667,0.27%,COUNTY
7/22/2020,Chautauqua,2,212,385,27590,0.52%,COUNTY
7/22/2020,Chemung,1,157,506,21266,0.20%,COUNTY
7/22/2020,Chenango,3,194,204,15157,1.47%,COUNTY
7/22/2020,Clinton,0,114,317,16715,0.00%,COUNTY
7/22/2020,Columbia,0,497,309,15998,0.00%,COUNTY
7/22/2020,Cortland,3,80,259,12582,1.16%,COUNTY
7/22/2020,Delaware,2,95,114,10449,1.75%,COUNTY
7/22/2020,Dutchess,13,4400,1149,82371,1.13%,COUNTY
7/22/2020,Erie,52,8187,3067,200220,1.70%,COUNTY
7/22/2020,Essex,0,54,134,8569,0.00%,COUNTY
7/22/2020,Franklin,0,42,248,10813,0.00%,COUNTY
7/22/2020,Fulton,1,268,96,12023,1.04%,COUNTY
7/22/2020,Genesee,2,260,139,13763,1.44%,COUNTY
7/22/2020,Greene,1,273,80,9347,1.25%,COUNTY
7/22/2020,Hamilton,0,6,9,1154,0.00%,COUNTY
7/22/2020,Herkimer,2,213,248,17926,0.81%,COUNTY
7/22/2020,Jefferson,7,120,412,19292,1.70%,COUNTY
7/22/2020,Kings,90,61752,8779,695772,1.03%,COUNTY
7/22/2020,Lewis,1,34,173,5709,0.58%,COUNTY
7/22/2020,Livingston,0,161,263,12515,0.00%,COUNTY
7/22/2020,Madison,0,388,163,14857,0.00%,COUNTY
7/22/2020,Monroe,19,4511,2471,193585,0.77%,COUNTY
7/22/2020,Montgomery,1,145,124,13205,0.81%,COUNTY
7/22/2020,Nassau,51,42816,4594,419833,1.11%,COUNTY
7/22/2020,New York,90,30033,7521,497850,1.20%,COUNTY
7/22/2020,Niagara,10,1405,586,47230,1.71%,COUNTY
7/22/2020,Oneida,5,1980,903,67576,0.55%,COUNTY
7/22/2020,Onondaga,18,3344,1965,119241,0.92%,COUNTY
7/22/2020,Ontario,1,334,427,23781,0.23%,COUNTY
7/22/2020,Orange,8,10968,831,92578,0.96%,COUNTY
7/22/2020,Orleans,0,288,78,7519,0.00%,COUNTY
7/22/2020,Oswego,2,234,402,22776,0.50%,COUNTY
7/22/2020,Otsego,1,102,148,12131,0.68%,COUNTY
7/22/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/22/2020,Putnam,3,1397,320,24299,0.94%,COUNTY
7/22/2020,Queens,109,67374,7517,640835,1.45%,COUNTY
7/22/2020,Rensselaer,1,669,486,29315,0.21%,COUNTY
7/22/2020,Richmond,30,14587,1890,143968,1.59%,COUNTY
7/22/2020,Rockland,8,13820,719,97250,1.11%,COUNTY
7/22/2020,Saratoga,13,663,890,40378,1.46%,COUNTY
7/22/2020,Schenectady,10,946,476,37655,2.10%,COUNTY
7/22/2020,Schoharie,2,66,43,4208,4.65%,COUNTY
7/22/2020,Schuyler,0,20,142,4359,0.00%,COUNTY
7/22/2020,Seneca,0,80,145,7483,0.00%,COUNTY
7/22/2020,St. Lawrence,3,253,427,24513,0.70%,COUNTY
7/22/2020,Steuben,1,284,359,17759,0.28%,COUNTY
7/22/2020,Suffolk,94,42715,5525,431693,1.70%,COUNTY
7/22/2020,Sullivan,2,1475,258,17133,0.78%,COUNTY
7/22/2020,Tioga,0,175,129,9756,0.00%,COUNTY
7/22/2020,Tompkins,4,213,729,26994,0.55%,COUNTY
7/22/2020,Ulster,2,1911,586,50629,0.34%,COUNTY
7/22/2020,Warren,2,290,215,13959,0.93%,COUNTY
7/22/2020,Washington,1,252,250,13043,0.40%,COUNTY
7/22/2020,Wayne,2,238,284,22034,0.70%,COUNTY
7/22/2020,Westchester,31,35667,4000,358891,0.78%,COUNTY
7/22/2020,Wyoming,0,108,122,8316,0.00%,COUNTY
7/22/2020,Yates,0,51,115,5020,0.00%,COUNTY
7/23/2020,Albany,25,2426,896,69899,2.79%,COUNTY
7/23/2020,Allegany,2,74,112,8461,1.79%,COUNTY
7/23/2020,Bronx,114,49200,5276,436890,2.16%,COUNTY
7/23/2020,Broome,20,954,756,53765,2.65%,COUNTY
7/23/2020,Cattaraugus,2,150,180,17993,1.11%,COUNTY
7/23/2020,Cayuga,2,137,423,18090,0.47%,COUNTY
7/23/2020,Chautauqua,0,212,629,28219,0.00%,COUNTY
7/23/2020,Chemung,1,158,640,21906,0.16%,COUNTY
7/23/2020,Chenango,2,196,212,15369,0.94%,COUNTY
7/23/2020,Clinton,3,117,285,17000,1.05%,COUNTY
7/23/2020,Columbia,1,498,324,16322,0.31%,COUNTY
7/23/2020,Cortland,2,82,98,12680,2.04%,COUNTY
7/23/2020,Delaware,2,97,120,10569,1.67%,COUNTY
7/23/2020,Dutchess,8,4408,1146,83517,0.70%,COUNTY
7/23/2020,Erie,47,8234,3348,203568,1.40%,COUNTY
7/23/2020,Essex,0,54,101,8670,0.00%,COUNTY
7/23/2020,Franklin,0,42,107,10920,0.00%,COUNTY
7/23/2020,Fulton,0,268,292,12315,0.00%,COUNTY
7/23/2020,Genesee,1,261,288,14051,0.35%,COUNTY
7/23/2020,Greene,5,278,212,9559,2.36%,COUNTY
7/23/2020,Hamilton,1,7,23,1177,4.35%,COUNTY
7/23/2020,Herkimer,10,223,302,18228,3.31%,COUNTY
7/23/2020,Jefferson,3,123,311,19603,0.96%,COUNTY
7/23/2020,Kings,72,61824,9523,705295,0.76%,COUNTY
7/23/2020,Lewis,0,34,65,5774,0.00%,COUNTY
7/23/2020,Livingston,0,161,167,12682,0.00%,COUNTY
7/23/2020,Madison,2,390,406,15263,0.49%,COUNTY
7/23/2020,Monroe,26,4537,3625,197210,0.72%,COUNTY
7/23/2020,Montgomery,1,146,190,13395,0.53%,COUNTY
7/23/2020,Nassau,44,42860,5798,425631,0.76%,COUNTY
7/23/2020,New York,64,30097,7406,505256,0.86%,COUNTY
7/23/2020,Niagara,3,1408,707,47937,0.42%,COUNTY
7/23/2020,Oneida,10,1990,1110,68686,0.90%,COUNTY
7/23/2020,Onondaga,16,3360,2174,121415,0.74%,COUNTY
7/23/2020,Ontario,3,337,433,24214,0.69%,COUNTY
7/23/2020,Orange,8,10976,974,93552,0.82%,COUNTY
7/23/2020,Orleans,1,289,85,7604,1.18%,COUNTY
7/23/2020,Oswego,0,234,402,23178,0.00%,COUNTY
7/23/2020,Otsego,0,102,112,12243,0.00%,COUNTY
7/23/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/23/2020,Putnam,2,1399,385,24684,0.52%,COUNTY
7/23/2020,Queens,84,67458,8063,648898,1.04%,COUNTY
7/23/2020,Rensselaer,7,676,429,29744,1.63%,COUNTY
7/23/2020,Richmond,26,14613,2065,146033,1.26%,COUNTY
7/23/2020,Rockland,10,13830,1114,98364,0.90%,COUNTY
7/23/2020,Saratoga,2,665,546,40924,0.37%,COUNTY
7/23/2020,Schenectady,9,955,441,38096,2.04%,COUNTY
7/23/2020,Schoharie,1,67,32,4240,3.13%,COUNTY
7/23/2020,Schuyler,0,20,69,4428,0.00%,COUNTY
7/23/2020,Seneca,3,83,145,7628,2.07%,COUNTY
7/23/2020,St. Lawrence,1,254,276,24789,0.36%,COUNTY
7/23/2020,Steuben,1,285,226,17985,0.44%,COUNTY
7/23/2020,Suffolk,58,42773,6010,437703,0.97%,COUNTY
7/23/2020,Sullivan,0,1475,214,17347,0.00%,COUNTY
7/23/2020,Tioga,1,176,187,9943,0.53%,COUNTY
7/23/2020,Tompkins,8,221,635,27629,1.26%,COUNTY
7/23/2020,Ulster,1,1912,598,51227,0.17%,COUNTY
7/23/2020,Warren,2,292,234,14193,0.85%,COUNTY
7/23/2020,Washington,0,252,219,13262,0.00%,COUNTY
7/23/2020,Wayne,1,239,414,22448,0.24%,COUNTY
7/23/2020,Westchester,33,35700,4805,363696,0.69%,COUNTY
7/23/2020,Wyoming,2,110,101,8417,1.98%,COUNTY
7/23/2020,Yates,0,51,41,5061,0.00%,COUNTY
7/24/2020,Albany,12,2438,632,70531,1.90%,COUNTY
7/24/2020,Allegany,0,74,138,8599,0.00%,COUNTY
7/24/2020,Bronx,80,49280,4754,441644,1.68%,COUNTY
7/24/2020,Broome,12,966,762,54527,1.57%,COUNTY
7/24/2020,Cattaraugus,0,150,340,18333,0.00%,COUNTY
7/24/2020,Cayuga,2,139,260,18350,0.77%,COUNTY
7/24/2020,Chautauqua,4,216,408,28627,0.98%,COUNTY
7/24/2020,Chemung,2,160,336,22242,0.60%,COUNTY
7/24/2020,Chenango,7,203,220,15589,3.18%,COUNTY
7/24/2020,Clinton,2,119,334,17334,0.60%,COUNTY
7/24/2020,Columbia,2,500,284,16606,0.70%,COUNTY
7/24/2020,Cortland,2,84,362,13042,0.55%,COUNTY
7/24/2020,Delaware,1,98,133,10702,0.75%,COUNTY
7/24/2020,Dutchess,4,4412,1041,84558,0.38%,COUNTY
7/24/2020,Erie,48,8282,4090,207658,1.17%,COUNTY
7/24/2020,Essex,0,54,146,8816,0.00%,COUNTY
7/24/2020,Franklin,0,42,321,11241,0.00%,COUNTY
7/24/2020,Fulton,2,270,153,12468,1.31%,COUNTY
7/24/2020,Genesee,0,261,224,14275,0.00%,COUNTY
7/24/2020,Greene,1,279,110,9669,0.91%,COUNTY
7/24/2020,Hamilton,0,7,11,1188,0.00%,COUNTY
7/24/2020,Herkimer,1,224,283,18511,0.35%,COUNTY
7/24/2020,Jefferson,3,126,563,20166,0.53%,COUNTY
7/24/2020,Kings,102,61926,7669,712964,1.33%,COUNTY
7/24/2020,Lewis,0,34,99,5873,0.00%,COUNTY
7/24/2020,Livingston,1,162,201,12883,0.50%,COUNTY
7/24/2020,Madison,0,390,152,15415,0.00%,COUNTY
7/24/2020,Monroe,32,4569,2654,199864,1.21%,COUNTY
7/24/2020,Montgomery,1,147,188,13583,0.53%,COUNTY
7/24/2020,Nassau,55,42915,5712,431343,0.96%,COUNTY
7/24/2020,New York,64,30161,7262,512518,0.88%,COUNTY
7/24/2020,Niagara,12,1420,1234,49171,0.97%,COUNTY
7/24/2020,Oneida,10,2000,980,69666,1.02%,COUNTY
7/24/2020,Onondaga,18,3378,1868,123283,0.96%,COUNTY
7/24/2020,Ontario,1,338,450,24664,0.22%,COUNTY
7/24/2020,Orange,18,10994,972,94524,1.85%,COUNTY
7/24/2020,Orleans,0,289,71,7675,0.00%,COUNTY
7/24/2020,Oswego,2,236,422,23600,0.47%,COUNTY
7/24/2020,Otsego,1,103,160,12403,0.63%,COUNTY
7/24/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/24/2020,Putnam,4,1403,299,24983,1.34%,COUNTY
7/24/2020,Queens,74,67532,7012,655910,1.06%,COUNTY
7/24/2020,Rensselaer,5,681,396,30140,1.26%,COUNTY
7/24/2020,Richmond,20,14633,1908,147941,1.05%,COUNTY
7/24/2020,Rockland,7,13837,844,99208,0.83%,COUNTY
7/24/2020,Saratoga,14,679,889,41813,1.57%,COUNTY
7/24/2020,Schenectady,20,975,590,38686,3.39%,COUNTY
7/24/2020,Schoharie,0,67,32,4272,0.00%,COUNTY
7/24/2020,Schuyler,0,20,83,4511,0.00%,COUNTY
7/24/2020,Seneca,0,83,173,7801,0.00%,COUNTY
7/24/2020,St. Lawrence,3,257,414,25203,0.72%,COUNTY
7/24/2020,Steuben,3,288,297,18282,1.01%,COUNTY
7/24/2020,Suffolk,49,42822,5594,443297,0.88%,COUNTY
7/24/2020,Sullivan,1,1476,170,17517,0.59%,COUNTY
7/24/2020,Tioga,2,178,131,10074,1.53%,COUNTY
7/24/2020,Tompkins,2,223,793,28422,0.25%,COUNTY
7/24/2020,Ulster,4,1916,579,51806,0.69%,COUNTY
7/24/2020,Warren,1,293,340,14533,0.29%,COUNTY
7/24/2020,Washington,0,252,275,13537,0.00%,COUNTY
7/24/2020,Wayne,1,240,373,22821,0.27%,COUNTY
7/24/2020,Westchester,38,35738,4045,367741,0.94%,COUNTY
7/24/2020,Wyoming,0,110,151,8568,0.00%,COUNTY
7/24/2020,Yates,0,51,79,5140,0.00%,COUNTY
7/25/2020,Albany,13,2451,817,71348,1.59%,COUNTY
7/25/2020,Allegany,0,74,75,8674,0.00%,COUNTY
7/25/2020,Bronx,56,49336,3711,445355,1.51%,COUNTY
7/25/2020,Broome,12,978,549,55076,2.19%,COUNTY
7/25/2020,Cattaraugus,1,151,104,18437,0.96%,COUNTY
7/25/2020,Cayuga,0,139,438,18788,0.00%,COUNTY
7/25/2020,Chautauqua,2,218,118,28745,1.69%,COUNTY
7/25/2020,Chemung,0,160,146,22388,0.00%,COUNTY
7/25/2020,Chenango,0,203,102,15691,0.00%,COUNTY
7/25/2020,Clinton,1,120,368,17702,0.27%,COUNTY
7/25/2020,Columbia,0,500,116,16722,0.00%,COUNTY
7/25/2020,Cortland,1,85,212,13254,0.47%,COUNTY
7/25/2020,Delaware,0,98,77,10779,0.00%,COUNTY
7/25/2020,Dutchess,13,4425,921,85479,1.41%,COUNTY
7/25/2020,Erie,19,8301,1879,209537,1.01%,COUNTY
7/25/2020,Essex,0,54,98,8914,0.00%,COUNTY
7/25/2020,Franklin,2,44,178,11419,1.12%,COUNTY
7/25/2020,Fulton,0,270,171,12639,0.00%,COUNTY
7/25/2020,Genesee,3,264,162,14437,1.85%,COUNTY
7/25/2020,Greene,2,281,59,9728,3.39%,COUNTY
7/25/2020,Hamilton,0,7,32,1220,0.00%,COUNTY
7/25/2020,Herkimer,6,230,242,18753,2.48%,COUNTY
7/25/2020,Jefferson,1,127,329,20495,0.30%,COUNTY
7/25/2020,Kings,62,61988,6610,719574,0.94%,COUNTY
7/25/2020,Lewis,0,34,119,5992,0.00%,COUNTY
7/25/2020,Livingston,0,162,240,13123,0.00%,COUNTY
7/25/2020,Madison,0,390,185,15600,0.00%,COUNTY
7/25/2020,Monroe,22,4591,2611,202475,0.84%,COUNTY
7/25/2020,Montgomery,1,148,187,13770,0.53%,COUNTY
7/25/2020,Nassau,45,42960,3752,435095,1.20%,COUNTY
7/25/2020,New York,32,30193,4957,517475,0.65%,COUNTY
7/25/2020,Niagara,2,1422,503,49674,0.40%,COUNTY
7/25/2020,Oneida,0,2000,526,70192,0.00%,COUNTY
7/25/2020,Onondaga,11,3389,2415,125698,0.46%,COUNTY
7/25/2020,Ontario,3,341,329,24993,0.91%,COUNTY
7/25/2020,Orange,4,10998,418,94942,0.96%,COUNTY
7/25/2020,Orleans,1,290,70,7745,1.43%,COUNTY
7/25/2020,Oswego,2,238,512,24112,0.39%,COUNTY
7/25/2020,Otsego,0,103,104,12507,0.00%,COUNTY
7/25/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/25/2020,Putnam,1,1404,230,25213,0.43%,COUNTY
7/25/2020,Queens,63,67595,4878,660788,1.29%,COUNTY
7/25/2020,Rensselaer,3,684,364,30504,0.82%,COUNTY
7/25/2020,Richmond,16,14649,1116,149057,1.43%,COUNTY
7/25/2020,Rockland,2,13839,520,99728,0.38%,COUNTY
7/25/2020,Saratoga,6,685,795,42608,0.75%,COUNTY
7/25/2020,Schenectady,12,987,466,39152,2.58%,COUNTY
7/25/2020,Schoharie,1,68,48,4320,2.08%,COUNTY
7/25/2020,Schuyler,0,20,51,4562,0.00%,COUNTY
7/25/2020,Seneca,0,83,145,7946,0.00%,COUNTY
7/25/2020,St. Lawrence,1,258,605,25808,0.17%,COUNTY
7/25/2020,Steuben,0,288,179,18461,0.00%,COUNTY
7/25/2020,Suffolk,61,42883,4214,447511,1.45%,COUNTY
7/25/2020,Sullivan,0,1476,72,17589,0.00%,COUNTY
7/25/2020,Tioga,1,179,89,10163,1.12%,COUNTY
7/25/2020,Tompkins,1,224,298,28720,0.34%,COUNTY
7/25/2020,Ulster,9,1925,540,52346,1.67%,COUNTY
7/25/2020,Warren,1,294,375,14908,0.27%,COUNTY
7/25/2020,Washington,1,253,300,13837,0.33%,COUNTY
7/25/2020,Wayne,1,241,363,23184,0.28%,COUNTY
7/25/2020,Westchester,39,35777,3149,370890,1.24%,COUNTY
7/25/2020,Wyoming,0,110,209,8777,0.00%,COUNTY
7/25/2020,Yates,0,51,120,5260,0.00%,COUNTY
7/26/2020,Albany,2,2453,820,72168,0.24%,COUNTY
7/26/2020,Allegany,0,74,58,8732,0.00%,COUNTY
7/26/2020,Bronx,52,49388,3459,448814,1.50%,COUNTY
7/26/2020,Broome,8,986,1287,56363,0.62%,COUNTY
7/26/2020,Cattaraugus,2,153,229,18666,0.87%,COUNTY
7/26/2020,Cayuga,1,140,238,19026,0.42%,COUNTY
7/26/2020,Chautauqua,0,218,57,28802,0.00%,COUNTY
7/26/2020,Chemung,0,160,109,22497,0.00%,COUNTY
7/26/2020,Chenango,0,203,249,15940,0.00%,COUNTY
7/26/2020,Clinton,0,120,183,17885,0.00%,COUNTY
7/26/2020,Columbia,3,503,139,16861,2.16%,COUNTY
7/26/2020,Cortland,2,87,470,13724,0.43%,COUNTY
7/26/2020,Delaware,0,98,65,10844,0.00%,COUNTY
7/26/2020,Dutchess,15,4440,739,86218,2.03%,COUNTY
7/26/2020,Erie,26,8327,1845,211382,1.41%,COUNTY
7/26/2020,Essex,1,55,59,8973,1.69%,COUNTY
7/26/2020,Franklin,0,44,185,11604,0.00%,COUNTY
7/26/2020,Fulton,0,270,79,12718,0.00%,COUNTY
7/26/2020,Genesee,2,266,128,14565,1.56%,COUNTY
7/26/2020,Greene,1,282,48,9776,2.08%,COUNTY
7/26/2020,Hamilton,0,7,37,1257,0.00%,COUNTY
7/26/2020,Herkimer,4,234,233,18986,1.72%,COUNTY
7/26/2020,Jefferson,1,128,198,20693,0.51%,COUNTY
7/26/2020,Kings,65,62053,7052,726626,0.92%,COUNTY
7/26/2020,Lewis,0,34,94,6086,0.00%,COUNTY
7/26/2020,Livingston,0,162,232,13355,0.00%,COUNTY
7/26/2020,Madison,0,390,120,15720,0.00%,COUNTY
7/26/2020,Monroe,29,4620,2887,205362,1.00%,COUNTY
7/26/2020,Montgomery,0,148,150,13920,0.00%,COUNTY
7/26/2020,Nassau,57,43017,4176,439271,1.36%,COUNTY
7/26/2020,New York,57,30250,5377,522852,1.06%,COUNTY
7/26/2020,Niagara,2,1424,335,50009,0.60%,COUNTY
7/26/2020,Oneida,10,2010,772,70964,1.30%,COUNTY
7/26/2020,Onondaga,9,3398,1790,127488,0.50%,COUNTY
7/26/2020,Ontario,2,343,210,25203,0.95%,COUNTY
7/26/2020,Orange,12,11010,634,95576,1.89%,COUNTY
7/26/2020,Orleans,0,290,75,7820,0.00%,COUNTY
7/26/2020,Oswego,1,239,349,24461,0.29%,COUNTY
7/26/2020,Otsego,0,103,102,12609,0.00%,COUNTY
7/26/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
7/26/2020,Putnam,4,1408,256,25469,1.56%,COUNTY
7/26/2020,Queens,84,67679,6560,667348,1.28%,COUNTY
7/26/2020,Rensselaer,3,687,624,31128,0.48%,COUNTY
7/26/2020,Richmond,32,14681,1401,150458,2.28%,COUNTY
7/26/2020,Rockland,2,13841,580,100308,0.34%,COUNTY
7/26/2020,Saratoga,3,688,521,43129,0.58%,COUNTY
7/26/2020,Schenectady,3,990,260,39412,1.15%,COUNTY
7/26/2020,Schoharie,0,68,28,4348,0.00%,COUNTY
